scenario_COMET_score,excuse_COMET_score
0.8610915206290268,0.8592996915777619
0.8647099733352661,0.8598973751068115
0.8647098541259766,0.8812373876571655
0.8647098541259766,0.8789089918136597
0.8647099733352661,0.8898554444313049
0.8968867063522339,0.8842744827270508
0.8968867063522339,0.7969702482223511
0.8968867063522339,0.8844774961471558
0.8968867063522339,0.8619609475135803
0.8746418952941895,0.8392467498779297
0.8746418952941895,0.8756701946258545
0.8746417760848999,0.8732479810714722
0.8746418952941895,0.8842105269432068
0.8596972227096558,0.8830922842025757
0.8596972227096558,0.8837331533432007
0.8596972227096558,0.856547474861145
0.8499001860618591,0.8496848940849304
0.8841437101364136,0.8755027055740356
0.8841437101364136,0.7436391115188599
0.8841437101364136,0.8401755690574646
0.8841437101364136,0.8779935836791992
0.8631125688552856,0.8832777142524719
0.8631125688552856,0.8660566806793213
0.8631125688552856,0.8662775754928589
0.8631125688552856,0.8906767964363098
0.8840402364730835,0.8169669508934021
0.8840402364730835,0.8623039722442627
0.8840402364730835,0.8636106252670288
0.8840402364730835,0.8607345819473267
0.8867244720458984,0.8631519079208374
0.8867244720458984,0.878661036491394
0.8867244720458984,0.8845760226249695
0.8867244720458984,0.8865682482719421
0.8524253368377686,0.8806612491607666
0.8524252772331238,0.8473838567733765
0.8524252772331238,0.8692557215690613
0.8524252772331238,0.8632670640945435
0.8717585802078247,0.857907772064209
0.8717585802078247,0.8866231441497803
0.8717585802078247,0.8489071130752563
0.8717585802078247,0.8929203748703003
0.8819620609283447,0.8792985677719116
0.8819620609283447,0.843034029006958
0.8819620609283447,0.883111298084259
0.8819620609283447,0.889692485332489
0.8861197233200073,0.8945808410644531
0.8861197233200073,0.8690887689590454
0.8861197829246521,0.8843547701835632
0.8861197829246521,0.889906108379364
0.8735515475273132,0.7617964744567871
0.8735515475273132,0.881542980670929
0.8735515475273132,0.8882260322570801
0.8735515475273132,0.8694692850112915
0.8693647980690002,0.8834696412086487
0.8693647980690002,0.8507161140441895
0.8693647980690002,0.8935244679450989
0.8693647980690002,0.8952468037605286
0.8649979829788208,0.8730030059814453
0.8649979829788208,0.8892158269882202
0.8649979829788208,0.8865612745285034
0.8649979829788208,0.8895043134689331
0.8965977430343628,0.8792499303817749
0.8965977430343628,0.8967282176017761
0.8965977430343628,0.8167765736579895
0.8965977430343628,0.5494281649589539
0.8624019622802734,0.8809884786605835
0.8624019622802734,0.8901983499526978
0.8624019622802734,0.889334499835968
0.8624019622802734,0.8691009879112244
0.8896968364715576,0.8731881380081177
0.8896968364715576,0.7920454144477844
0.8896968364715576,0.8925926685333252
0.8896968364715576,0.884939968585968
0.8784082531929016,0.8051133155822754
0.8784082531929016,0.8658616542816162
0.8784082531929016,0.8776729702949524
0.8784082531929016,0.4502734839916229
0.87139493227005,0.7955149412155151
0.87139493227005,0.8342217206954956
0.87139493227005,0.8599810004234314
0.87139493227005,0.7878057360649109
0.8894683122634888,0.8936434984207153
0.8894683122634888,0.8966500759124756
0.8894683122634888,0.8786274194717407
0.8894683122634888,0.8132929801940918
0.816701352596283,0.8359524011611938
0.816701352596283,0.7953308820724487
0.816701352596283,0.8847737312316895
0.816701352596283,0.8831007480621338
