baseline_COMET_score,less_pleasant_COMET_score
0.8357035123580855,0.8305083461897743
0.8580831289291382,0.8640995025634766
0.8556906580924988,0.860808789730072
0.8744124174118042,0.86896151304245
0.8903828859329224,0.8772919178009033
0.8996221423149109,0.8930723667144775
0.8876365423202515,0.8907507061958313
0.899207592010498,0.898290753364563
0.8684807419776917,0.6035858392715454
0.8847569823265076,0.8615506291389465
0.6558228731155396,0.89324551820755
0.683077335357666,0.8862287998199463
0.8944956660270691,0.896053671836853
0.8858008980751038,0.8627987504005432
0.8842192888259888,0.8872237801551819
0.884239673614502,0.8929701447486877
0.8351122736930847,0.8891608715057373
0.8795491456985474,0.8839441537857056
0.8933149576187134,0.8807733058929443
0.8665067553520203,0.767068088054657
0.8362120389938354,0.7182565331459045
0.8931957483291626,0.8785352110862732
0.8707195520401001,0.8888358473777771
0.8918313980102539,0.891136646270752
0.8773220777511597,0.8869990110397339
0.5374258756637573,0.8839419484138489
0.8968215584754944,0.8822913765907288
0.8211240768432617,0.8313027024269104
0.8736287355422974,0.8876847624778748
0.8572344779968262,0.8772624731063843
0.8883181810379028,0.7705394625663757
0.8090855479240417,0.8605028390884399
0.845800518989563,0.8743919134140015
0.8850327730178833,0.8684118390083313
0.8566150069236755,0.8979653120040894
0.5768346190452576,0.8479737639427185
0.863845944404602,0.8489342927932739
0.8709799647331238,0.7485911846160889
0.8738417625427246,0.8933992981910706
0.8594831228256226,0.8722452521324158
0.7813943028450012,0.8398146629333496
0.8796830177307129,0.8628106117248535
0.8475382924079895,0.8895963430404663
0.8732211589813232,0.7839618921279907
0.6026394963264465,0.887191653251648
0.8930418491363525,0.8963813781738281
0.8803339600563049,0.87443608045578
0.8911377191543579,0.881839394569397
0.7125039100646973,0.4633375108242035
0.8913708925247192,0.8650423288345337
0.8783637285232544,0.8909469246864319
0.8666101694107056,0.8772798776626587
0.8837301731109619,0.8753764629364014
0.7838373184204102,0.8784611225128174
0.890277087688446,0.8859355449676514
0.8838465213775635,0.6479640007019043
0.8374261856079102,0.8939177393913269
0.8853546380996704,0.8895963430404663
0.8880571722984314,0.8790441155433655
0.761109471321106,0.7888926267623901
0.8853311538696289,0.8936742544174194
0.8593349456787109,0.5305942296981812
0.5588340163230896,0.8618842363357544
0.8342106342315674,0.8880296945571899
0.8809025287628174,0.8607492446899414
0.8815487623214722,0.556393027305603
0.7147161960601807,0.8744518160820007
0.8919229507446289,0.8839594721794128
0.8948245644569397,0.880882978439331
0.8766918182373047,0.8746410608291626
0.8945765495300293,0.6546621322631836
0.8425633907318115,0.8947006464004517
0.8795533180236816,0.8773181438446045
0.8881797790527344,0.8820112943649292
0.871634840965271,0.7725791335105896
0.8447445631027222,0.7104849219322205
0.893059253692627,0.8912814855575562
0.8461098670959473,0.7829447984695435
0.8878986835479736,0.8995130062103271
0.7762051224708557,0.8991977572441101
0.8789165019989014,0.8773737549781799
0.8938687443733215,0.8637102842330933
0.8966923952102661,0.8902184367179871
0.79071444272995,0.8433094024658203
0.8204206824302673,0.8840051293373108
0.8050786852836609,0.8635541200637817
0.8883940577507019,0.8022267818450928
0.8592778444290161,0.8771214485168457
0.8714813590049744,0.8500773906707764
0.8860268592834473,0.8727781176567078
0.7095488905906677,0.8851386308670044
0.8880710601806641,0.8851217031478882
0.5414915680885315,0.8860344886779785
0.8918164968490601,0.9004055857658386
0.8549185991287231,0.7704792022705078
0.8718389272689819,0.8316105008125305
0.7308908700942993,0.7145190238952637
0.7907017469406128,0.8933078050613403
0.8969024419784546,0.8614792823791504
0.8782951831817627,0.8875637054443359
0.8632292151451111,0.8854982852935791
0.8969542384147644,0.8855836391448975
0.6024256944656372,0.41777780652046204
0.8270609378814697,0.8402301073074341
0.8298242092132568,0.6850650906562805
0.8954513669013977,0.8644360303878784
0.8798758387565613,0.8839901685714722
0.8731082677841187,0.8769381046295166
0.8530880212783813,0.8934066295623779
0.8757076263427734,0.8916449546813965
0.9038229584693909,0.8833891153335571
0.7908217310905457,0.878454864025116
0.6780642867088318,0.7476006746292114
0.7934616208076477,0.6548731327056885
0.8846955299377441,0.8919665217399597
0.8870693445205688,0.886955201625824
0.859724223613739,0.8212324380874634
0.8795208930969238,0.602199912071228
0.8553066849708557,0.8456433415412903
0.8124377131462097,0.8013396859169006
0.8651453256607056,0.8306826949119568
0.8863446116447449,0.8661060929298401
0.8794742822647095,0.8568419814109802
0.8509499430656433,0.8503732681274414
0.8875831365585327,0.8671224117279053
0.8816092014312744,0.567901074886322
0.6762616038322449,0.8839383721351624
0.7715097069740295,0.8745468854904175
0.6762852072715759,0.5917878150939941
0.8684089183807373,0.6975667476654053
0.8966482877731323,0.8993178606033325
0.6868667602539062,0.6233283877372742
0.866036593914032,0.8852477073669434
0.5118792057037354,0.8550266027450562
0.8638955354690552,0.8898864388465881
0.8980258107185364,0.8254335522651672
0.8108648061752319,0.7768666744232178
0.8180887699127197,0.7712758779525757
0.868794322013855,0.6739329099655151
0.7760827541351318,0.8791112303733826
0.8814958333969116,0.8895918130874634
0.8840512037277222,0.8721575736999512
0.8815434575080872,0.8651625514030457
0.8997998833656311,0.8827560544013977
0.8766249418258667,0.8525711297988892
0.8867287635803223,0.885784387588501
0.7194812297821045,0.865768313407898
0.8757209181785583,0.8676910996437073
0.6223664879798889,0.6088089346885681
0.8805131316184998,0.8238744735717773
0.8846434354782104,0.8935043811798096
0.8632292151451111,0.7452389001846313
0.7989531755447388,0.822754442691803
0.880521833896637,0.8810251951217651
0.7567976117134094,0.884219765663147
0.8950990438461304,0.8833616971969604
0.84083092212677,0.86857670545578
0.8491727709770203,0.8782218098640442
0.890798807144165,0.8844491839408875
0.7723991274833679,0.8518809080123901
0.7320799827575684,0.8790978193283081
0.8949224948883057,0.8167134523391724
0.8682832717895508,0.8608068227767944
0.8784244060516357,0.8811038136482239
0.8948113918304443,0.8935471773147583
0.8880242109298706,0.8966923356056213
0.8732211589813232,0.879277229309082
0.8579045534133911,0.8725303411483765
0.8906803131103516,0.8933814764022827
0.8759944438934326,0.8955156803131104
0.8682833313941956,0.6343188285827637
0.8687022924423218,0.8500051498413086
0.8732233643531799,0.8652762770652771
0.8880710601806641,0.8047287464141846
0.8663917779922485,0.8858616948127747
0.891708254814148,0.8472399115562439
0.8093513250350952,0.7546632289886475
0.8956469297409058,0.8937500715255737
0.7555263042449951,0.7261828184127808
0.8728892207145691,0.8841763138771057
0.8855816721916199,0.8679675459861755
0.8929206132888794,0.8908417820930481
0.8999284505844116,0.9035485982894897
0.8682522773742676,0.8852336406707764
0.8821364045143127,0.8925672173500061
0.7226269841194153,0.6297292113304138
0.8381067514419556,0.8566694259643555
0.8911083340644836,0.8783104419708252
0.615646243095398,0.8909081220626831
0.8080564737319946,0.8207657933235168
0.7571020722389221,0.5943412184715271
0.7636687755584717,0.8314191699028015
0.8905571103096008,0.8190934062004089
0.7534756660461426,0.880547046661377
0.6975659728050232,0.7777888774871826
0.7549458742141724,0.6921169757843018
0.7047714591026306,0.7820006012916565
0.6498157978057861,0.7989041805267334
0.7951837182044983,0.8913196325302124
0.8871448040008545,0.6271934509277344
0.8639562129974365,0.8483737707138062
0.7423085570335388,0.7118911743164062
0.8663345575332642,0.880717396736145
0.8908696174621582,0.894216775894165
0.8918641805648804,0.8816829919815063
0.7837003469467163,0.8688763380050659
0.847115159034729,0.7918550372123718
0.8864853382110596,0.8389750719070435
0.863065779209137,0.8496218919754028
0.8840432167053223,0.8945519924163818
0.8150180578231812,0.8915383815765381
0.8813352584838867,0.8789193630218506
0.8831092715263367,0.8925905227661133
0.8788027763366699,0.8904368281364441
0.6822682023048401,0.9014121890068054
0.5671248435974121,0.8748772144317627
0.8910887837409973,0.8946938514709473
