baseline_COMET_score,less_pleasant_COMET_score
0.8188138519009033,0.8118584789089172
0.8858001232147217,0.8665172457695007
0.8810079097747803,0.8829960227012634
0.880197286605835,0.8853612542152405
0.8368114829063416,0.85737144947052
0.8980008363723755,0.8936251401901245
0.8888679146766663,0.8893797993659973
0.8967702388763428,0.8957804441452026
0.8764275312423706,0.7499593496322632
0.8706097602844238,0.8704369068145752
0.7083020806312561,0.8941945433616638
0.6199837923049927,0.8888722658157349
0.739729642868042,0.8963605165481567
0.8873964548110962,0.8001347780227661
0.5703366994857788,0.8791496753692627
0.8086909651756287,0.8946336507797241
0.756425142288208,0.8880139589309692
0.8135644197463989,0.8874711990356445
0.8894041776657104,0.8866474032402039
0.8645306825637817,0.8467408418655396
0.866085410118103,0.8406162858009338
0.8241474628448486,0.7434977889060974
0.8191695213317871,0.884911060333252
0.8930392861366272,0.8575537204742432
0.8782245516777039,0.8865307569503784
0.8799258470535278,0.8808411359786987
0.8927226066589355,0.8604871034622192
0.609129011631012,0.8822616934776306
0.8790953159332275,0.8835487365722656
0.8788676857948303,0.8793383836746216
0.8876779675483704,0.8235573768615723
0.7521989345550537,0.8760751485824585
0.7277244329452515,0.7060837745666504
0.7860389947891235,0.8516523838043213
0.7697644233703613,0.8961691856384277
0.6215503215789795,0.8626803159713745
0.7882332801818848,0.5601627230644226
0.6859157681465149,0.7758204340934753
0.8670076131820679,0.8949289321899414
0.8656899929046631,0.862590491771698
0.774528443813324,0.8542837500572205
0.8843463063240051,0.8684333562850952
0.8587644100189209,0.8646104335784912
0.8854580521583557,0.8380732536315918
0.5086296200752258,0.8875094652175903
0.895815372467041,0.8922119736671448
0.8821382522583008,0.8794475793838501
0.8892934918403625,0.49194008111953735
0.7633694410324097,0.47440412640571594
0.8865838646888733,0.8605066537857056
0.8765755891799927,0.8796935081481934
0.8541642427444458,0.8672952651977539
0.875397801399231,0.6791160106658936
0.7866664528846741,0.8786436319351196
0.8916370868682861,0.8876280784606934
0.8860452175140381,0.7550617456436157
0.469341903924942,0.8572540283203125
0.8910055160522461,0.8646104335784912
0.8873450756072998,0.8594475984573364
0.8317134976387024,0.8606166839599609
0.8849169015884399,0.8874890804290771
0.523763120174408,0.5421491861343384
0.8351013660430908,0.6937083601951599
0.8665279150009155,0.883718729019165
0.8860964775085449,0.8721503019332886
0.8765935897827148,0.8342444896697998
