sentence_COMET_score,token_COMET_score
0.8565009949285733,0.7245520154300489
0.8741792440414429,0.8292117714881897
0.8741791844367981,0.8252564072608948
0.8741791844367981,0.7300233840942383
0.8741791844367981,0.6252635717391968
0.8741791844367981,0.6002110838890076
0.8661384582519531,0.5020862817764282
0.8661384582519531,0.5513334274291992
0.8661384582519531,0.49937158823013306
0.8661384582519531,0.8449745178222656
0.8661384582519531,0.5313140153884888
0.8909351825714111,0.8119287490844727
0.8909351825714111,0.7882418036460876
0.8909351825714111,0.8459385633468628
0.8909351825714111,0.8559374809265137
0.8909352421760559,0.785879909992218
0.8952338099479675,0.8304027318954468
0.8952338099479675,0.7386255860328674
0.8952338099479675,0.6500748991966248
0.8952338099479675,0.7746506929397583
0.8952338099479675,0.7916269302368164
0.8820459842681885,0.8406677842140198
0.8820459842681885,0.5109211802482605
0.8820459842681885,0.7300233840942383
0.8820459842681885,0.7163299322128296
0.8820459842681885,0.7527340650558472
0.8678754568099976,0.6764028072357178
0.8678754568099976,0.5368885397911072
0.8678754568099976,0.7504436373710632
0.8678754568099976,0.6882913112640381
0.8641756772994995,0.7386261224746704
0.7813707590103149,0.6788341999053955
0.7813707590103149,0.5861623287200928
0.7813707590103149,0.7753294706344604
0.7813707590103149,0.8031805157661438
0.7813707590103149,0.6327959299087524
0.8487924337387085,0.6000792980194092
0.8487924337387085,0.7719736695289612
0.8487924337387085,0.5429338216781616
0.8487924337387085,0.6364755630493164
0.8487924337387085,0.8524054884910583
0.8737262487411499,0.8304027318954468
0.8737262487411499,0.7504436373710632
0.8737262487411499,0.785879909992218
0.8737262487411499,0.8095986843109131
0.8737261891365051,0.8271762132644653
0.8799616694450378,0.37366172671318054
0.8799616694450378,0.8030481934547424
0.8799616694450378,0.7426905632019043
0.8799616694450378,0.5848379135131836
0.8799616694450378,0.7736807465553284
0.8692812919616699,0.5992822647094727
0.872252881526947,0.8089667558670044
0.872252881526947,0.8071761131286621
0.872252881526947,0.6500748991966248
0.8692812919616699,0.633485734462738
0.7489533424377441,0.8385717868804932
0.7489533424377441,0.8146495819091797
0.7489533424377441,0.7213881015777588
0.7489533424377441,0.8313186168670654
0.7489533424377441,0.8326605558395386
0.8968062400817871,0.7719641327857971
0.8968062400817871,0.5852891802787781
0.8968062400817871,0.7386255860328674
0.8968062400817871,0.7785094976425171
0.8968062400817871,0.4479236602783203
0.8910495042800903,0.642248809337616
0.8910495042800903,0.4625302851200104
0.8910495042800903,0.7299842834472656
0.8910495042800903,0.8540695905685425
0.8910495042800903,0.8373726606369019
0.8345113396644592,0.4076060950756073
0.8345113396644592,0.8213637471199036
0.8345113396644592,0.5109211802482605
0.8345113396644592,0.8035486936569214
0.8345113396644592,0.8274492025375366
0.8582708835601807,0.8385717868804932
0.8582708835601807,0.8377527594566345
0.8582708835601807,0.801316499710083
0.8582708835601807,0.646803617477417
0.8582708835601807,0.8210712671279907
0.8620545864105225,0.5852891802787781
0.8620545864105225,0.37366172671318054
0.85794597864151,0.8307392001152039
0.8620545864105225,0.8373726606369019
0.85794597864151,0.7803597450256348
0.879378616809845,0.5876592397689819
0.879378616809845,0.8119287490844727
0.879378616809845,0.6468020081520081
0.8793785572052002,0.6737563014030457
0.8793785572052002,0.3550073206424713
0.8839607834815979,0.8266773223876953
0.8839607834815979,0.8720922470092773
0.8839607834815979,0.7785096764564514
0.8839607834815979,0.5861623287200928
0.8839607834815979,0.6788341999053955
0.8749323487281799,0.5205813050270081
0.8749323487281799,0.7472554445266724
0.8749323487281799,0.5048423409461975
0.8749323487281799,0.8559374809265137
0.8749322891235352,0.8313186168670654
0.8562525510787964,0.812532901763916
0.8562525510787964,0.7786775827407837
0.8562526702880859,0.4315330684185028
0.8562526702880859,0.7367172837257385
0.8562526702880859,0.8442744016647339
0.8892273902893066,0.7411762475967407
0.8892273902893066,0.6993179321289062
0.8892273902893066,0.3219699263572693
0.8892273902893066,0.8367353081703186
0.8892273902893066,0.802631139755249
0.8798506259918213,0.5873222947120667
0.8798506259918213,0.5864770412445068
0.8798506259918213,0.8071761131286621
0.8798506259918213,0.7309319972991943
0.8798506259918213,0.8126481771469116
0.8654739856719971,0.6345093846321106
0.8654739856719971,0.8367353081703186
0.8654739856719971,0.8325395584106445
0.8654739856719971,0.698351263999939
0.8654739856719971,0.8087691068649292
0.8480151295661926,0.6468020081520081
0.8480151295661926,0.8336734771728516
0.8480151295661926,0.7882418036460876
0.8480151295661926,0.8361866474151611
0.8480151295661926,0.8560967445373535
0.8775869011878967,0.7300233840942383
0.8775869011878967,0.8055914640426636
0.8775869011878967,0.28507450222969055
0.8775869011878967,0.7976679801940918
0.8775869011878967,0.7785094976425171
0.8651633262634277,0.8161044120788574
0.8651633262634277,0.7237456440925598
0.8651633262634277,0.8272916078567505
0.8651633262634277,0.3274349272251129
0.8651634454727173,0.779871940612793
0.880391001701355,0.823199450969696
0.880391001701355,0.8227258920669556
0.880391001701355,0.7527337670326233
0.880391001701355,0.8432302474975586
0.880391001701355,0.7670563459396362
0.8798875212669373,0.7027423977851868
0.8798875212669373,0.7777652144432068
