sentence_COMET_score,token_COMET_score
0.8324111700677558,0.7097614221329752
0.8741790056228638,0.6979782581329346
0.8741790056228638,0.8252564072608948
0.8741790056228638,0.6608293652534485
0.8741790056228638,0.3526791036128998
0.8741790056228638,0.5685230493545532
0.863955557346344,0.6164406538009644
0.863955557346344,0.4711807072162628
0.863955557346344,0.7311664819717407
0.863955557346344,0.8296722173690796
0.863955557346344,0.5313138961791992
0.8924981355667114,0.8119284510612488
0.8924981355667114,0.7508453726768494
0.8924981355667114,0.8459384441375732
0.8924981355667114,0.8547990918159485
0.8924981355667114,0.7099409103393555
0.785987377166748,0.394583135843277
0.785987377166748,0.7349135279655457
0.785987377166748,0.8070454001426697
0.785987377166748,0.8082284331321716
0.785987377166748,0.43555948138237
0.8811302185058594,0.854995608329773
0.8811302185058594,0.5109201669692993
0.8811302185058594,0.6608293652534485
0.8811302185058594,0.7762484550476074
0.8811302185058594,0.7527326345443726
0.8619531393051147,0.8106123208999634
0.8619531393051147,0.7274390459060669
0.8619531393051147,0.8075305223464966
0.8619531393051147,0.6882911324501038
0.8619531393051147,0.7349135279655457
0.8127615451812744,0.6854692697525024
0.8127615451812744,0.5861615538597107
0.8127615451812744,0.8322827816009521
0.8127615451812744,0.7508453726768494
0.8127615451812744,0.6327948570251465
0.7462862730026245,0.600078821182251
0.7462862730026245,0.7255505323410034
0.7462862730026245,0.8278952240943909
0.7462864518165588,0.6364750862121582
0.7462864518165588,0.8423367738723755
0.8813720345497131,0.394583135843277
0.8813720345497131,0.8075305223464966
0.8813720345497131,0.7099411487579346
0.8813720345497131,0.6312215924263
0.8813720345497131,0.8271759748458862
0.875298261642456,0.6872085332870483
0.875298261642456,0.8030478954315186
0.875298261642456,0.7430898547172546
0.875298261642456,0.7314326763153076
0.875298261642456,0.559909462928772
0.8722191452980042,0.7323713898658752
0.8722191452980042,0.7429190874099731
0.8722191452980042,0.7464134693145752
0.8722191452980042,0.8070454001426697
0.8722191452980042,0.6334860324859619
0.7628297209739685,0.8084232807159424
0.7628297209739685,0.8146495819091797
0.7628297209739685,0.7213873863220215
0.7628297209739685,0.8313190340995789
0.7628297209739685,0.8320887088775635
0.7470322847366333,0.7719632387161255
0.7470322847366333,0.56510329246521
0.7470322847366333,0.7349135279655457
0.7470322847366333,0.5887119174003601
0.7470322847366333,0.48906639218330383
0.8869393467903137,0.7419866323471069
0.8869393467903137,0.46252936124801636
0.8869393467903137,0.6321244835853577
0.8869393467903137,0.8384602069854736
0.8869393467903137,0.8373725414276123
0.853656530380249,0.652628481388092
0.853656530380249,0.4477522075176239
0.853656530380249,0.5109201669692993
0.8536566495895386,0.7996816039085388
0.853656530380249,0.45089516043663025
0.8659695386886597,0.8084235191345215
0.8659695386886597,0.8442171812057495
0.8659695386886597,0.7821168899536133
0.8659695386886597,0.7875590324401855
0.8659695386886597,0.7157988548278809
0.8595191240310669,0.5651018619537354
0.8595191240310669,0.6872085332870483
0.8595191240310669,0.850247859954834
0.8595191240310669,0.8373726606369019
0.8595191240310669,0.6679332256317139
0.883414089679718,0.5876580476760864
