baseline_COMET_score,less_pleasant_COMET_score
0.8459124002831823,0.8426010211909677
0.866309642791748,0.8692238330841064
0.8667510747909546,0.8669452667236328
0.8727023601531982,0.8668570518493652
0.7724660634994507,0.8709204792976379
0.8541692495346069,0.8749411702156067
0.8773271441459656,0.8792972564697266
0.8775895237922668,0.8818479776382446
0.8585727214813232,0.8364231586456299
0.8604397177696228,0.8260911703109741
0.800482451915741,0.8700246810913086
0.8447227478027344,0.874681830406189
0.882425844669342,0.8818674087524414
0.8708984851837158,0.853601336479187
0.862596869468689,0.8547502756118774
0.8572489023208618,0.877299964427948
0.8115729093551636,0.8659182786941528
0.8566089868545532,0.8641191720962524
0.8745445013046265,0.8575099110603333
0.8588431477546692,0.8400596380233765
0.8585525751113892,0.7738264799118042
0.8707499504089355,0.861217200756073
0.8417194485664368,0.8766552209854126
0.8830296993255615,0.8764927983283997
0.858028769493103,0.8695921301841736
0.8633820414543152,0.8666433095932007
0.8816476464271545,0.8586471080780029
0.8435224294662476,0.8558592200279236
0.8476912975311279,0.8681877851486206
0.8672400116920471,0.856208324432373
0.8755918145179749,0.8620504140853882
0.8058959245681763,0.8288674354553223
0.8718772530555725,0.8709522485733032
0.8611705303192139,0.8437680602073669
0.8605903387069702,0.8769271373748779
0.8469167947769165,0.8303372859954834
0.7879053950309753,0.7623893022537231
0.8466852903366089,0.8486558794975281
0.8553598523139954,0.8669919967651367
0.7765264511108398,0.8589387536048889
0.8313471078872681,0.7955389022827148
0.8619484305381775,0.8382892608642578
0.8434464335441589,0.8727817535400391
0.8651338815689087,0.866346538066864
0.6540289521217346,0.8771178722381592
0.8652392029762268,0.7908837795257568
0.8374325037002563,0.8263623118400574
0.8743313550949097,0.8728421330451965
0.808879017829895,0.8365534543991089
0.8653208017349243,0.819868803024292
0.871770977973938,0.8715709447860718
0.8624635934829712,0.8557642102241516
0.8707895874977112,0.7742395401000977
0.8321629762649536,0.8626892566680908
0.8686212301254272,0.8666633367538452
0.8723128437995911,0.8610026240348816
0.8577063679695129,0.8698734641075134
0.8681270480155945,0.8727818131446838
0.8635867834091187,0.8649870753288269
0.8554630875587463,0.768207311630249
0.8672589063644409,0.8631305694580078
0.853087306022644,0.6762405633926392
0.8593960404396057,0.8419868350028992
0.7016096711158752,0.7103175520896912
0.8431816697120667,0.7090774178504944
0.851211667060852,0.8161847591400146
0.7716511487960815,0.8643274307250977
0.8684819936752319,0.863420844078064
0.8695491552352905,0.8730173110961914
0.8788115978240967,0.8707244992256165
0.8750855326652527,0.7640256285667419
